Object,City of the judge’s office,Tax Related,Number of Lawyers,Number of Legal Parties,Number of Persons,Settlement,Value formatted,Unified Contribution formatted
OR-145009,Napoli,0,1,1,1,1032.91,1032.0,43.0
OR-145009,Genova,0,1,1,1,1032.91,1032.0,43.0
OR-145999,Palermo,0,2,1,1,565.4977325461646,583.6935555944252,43.0
OR-145009,Napoli,0,4,4,1,1578.5834182559213,20000.0,206.0
OR-145999,Torino,0,1,1,1,2596.471646052219,2588.2968407637895,98.0
OR-145009,*,0,2,2,1,1820.202319912712,8582.535237560409,237.0
OR-145999,Milano,0,2,0,2,2367.555956123164,2400.0,98.0
OR-140999,Napoli,0,1,1,1,885.7349658395932,887.0,37.0
OR-145009,Milano,0,1,1,1,250.0,250.0,43.0
OR-145999,Napoli,0,2,1,1,250.0,600.0,43.0
OR-140999,Napoli,1,1,1,4,524.110859255874,1061.5288268465147,43.0
OR-145009,Torino,0,2,2,1,854.7722465608665,2807.2118193609854,98.0
OR-145999,Palermo,0,2,1,1,1101.953756425216,1149.4631458072652,98.0
OR-145009,Torino,0,2,1,1,3916.277680399866,18320.99819851093,237.0
OR-145999,Torino,0,2,1,2,2590.997210484426,6035.866121108316,237.0
OR-145009,Torino,0,2,1,1,3857.487073294258,10000.0,206.0
OR-145009,Milano,0,1,1,1,2608.039883816711,2539.7507053533377,98.0
OR-140999,Napoli,0,2,1,1,1308.6058642573591,1300.0,98.0
OR-145999,Palermo,0,2,2,2,2658.8131867864313,5200.0,98.0
OR-140999,Palermo,0,4,2,2,1758.2488772901704,1684.093861224735,98.0
OR-145999,Bologna,0,1,1,1,777.526453309813,780.7032214241153,43.0
OR-145009,Roma,1,2,1,3,1.0,4008.5529411948132,98.0
OR-140999,*,0,2,1,1,1305.4808471258111,1302.4171230730951,49.0
OR-140999,Venezia,0,0,1,1,1603.7428219274132,1478.2592531035616,98.0
OR-145009,Bologna,0,1,0,2,5153.002060285816,5200.0,49.0
OR-145009,Palermo,0,4,0,4,3004.9761080199555,3425.810935582725,206.0
OR-145009,Milano,0,3,3,2,1550.002826219451,26000.0,206.0
OR-140999,Genova,0,2,0,3,2956.147082408106,5000.0,98.0
OR-140999,Palermo,1,1,1,1,98.39768851843036,92.53302233698774,43.0
OR-140999,Cagliari,0,1,1,1,659.2295726680096,667.7455206399045,43.0
OR-145999,Napoli,0,2,1,2,2898.887618051388,5200.0,98.0
*,Milano,0,1,1,1,71.26455631949644,89.42862120636795,43.0
OR-145009,Milano,0,3,3,1,998.672143063624,1000.0,43.0
OR-145009,*,0,2,1,1,800.0,841.7049050558171,43.0
OR-140999,Roma,0,3,1,2,625.790668048835,2837.0451508193373,98.0
OR-145009,Milano,0,3,1,2,3590.690203547091,4115.764099020187,49.0
OR-145009,Palermo,0,1,2,1,750.0000000000001,732.6980361899747,43.0
OR-145009,Napoli,0,0,1,2,938.5188063012747,930.7735452599449,43.0
OR-145009,Napoli,0,1,4,1,2774.6586118534874,2700.400703359432,98.0
OR-140999,Milano,0,1,1,1,134.7166891920737,142.89553795039845,43.0
OR-140999,Bari,0,2,2,1,1360.9888624261246,2347.055851491094,98.0
*,*,0,1,1,1,153.67404218858755,158.26484282246113,43.0
OR-145009,Genova,0,2,2,1,12161.16636477627,12694.648552214749,237.0
OR-140999,Napoli,0,1,1,1,250.0,250.0,43.0
OR-145999,Torino,0,2,0,2,400.00000000000006,400.0,43.0
OR-140999,Napoli,0,2,1,1,209.98619475657102,1650.7437387854645,98.0
OR-145999,Roma,0,1,1,2,186.1976600240505,177.97325441424957,43.0
OR-145009,*,0,2,3,1,1883.1824711354325,5000.0,98.0
OR-140999,Milano,0,1,1,1,1051.635328732664,1008.7282591745426,43.0
OR-145009,Milano,0,1,1,1,3753.0741423450254,3860.1458132250136,98.0
OR-140999,Palermo,0,1,1,2,901.9133271854124,1033.0,43.0
OR-145009,*,0,2,1,1,649.7355535111325,5000.0,85.0
OR-145009,Napoli,0,5,3,2,2338.4092493106577,5200.0,98.0
OR-145999,Genova,0,2,1,1,801.6504481327948,2975.2749224771514,118.17354074822222
OR-140999,Milano,0,2,1,1,354.6532610188993,357.91538409961845,43.0
OR-140999,Palermo,0,2,1,1,1000.0000000000001,1032.0,43.0
OR-140999,Milano,0,1,1,1,2070.4201059497464,2077.888085123058,98.0
OR-145999,Roma,0,2,1,1,100.0,111.87403541821756,43.0
OR-145999,Roma,0,1,1,1,158.76570503178866,1032.0,43.0
OR-140999,Napoli,1,1,0,3,700.0,648.4956796977444,43.0
OR-145009,Milano,0,1,1,1,2933.5745639537577,4469.417261843933,98.0
OR-145999,Milano,0,1,1,1,664.531170424519,687.9532234722755,43.0
OR-145009,Milano,0,3,2,1,898.526585284719,1000.0,43.0
OR-140999,Cagliari,0,1,0,2,1615.1913914931768,1583.5900950452194,98.0
OR-140999,Bologna,0,2,1,1,560.7071556031419,551.7984733779083,43.0
OR-145999,Milano,0,2,1,1,721.2727232159135,1705.6477376989683,49.0
OR-140999,*,0,1,1,1,250.0,1000.0,43.0
OR-145999,Milano,0,1,0,2,500.0,500.0,43.0
OR-140999,Roma,0,1,1,1,323.2218664635419,321.932546710438,43.0
OR-145999,Genova,0,2,1,2,738.7055097982093,702.7411761335252,43.0
OR-140999,Milano,0,2,1,1,500.0,500.0,43.0
OR-140999,Milano,0,2,0,2,3584.6722939526085,3444.634353937955,49.0
OR-145009,Torino,0,1,3,0,7121.076520943339,8473.553823749422,237.0
OR-145999,Napoli,0,2,2,1,1000.0000000000001,5200.0,98.0
OR-145009,Napoli,0,1,1,1,2327.2905782620614,5200.0,98.0
OR-145999,Napoli,0,2,1,1,1919.4420860049854,4110.111373775903,98.0
OR-145009,Napoli,0,2,1,2,9094.519910801226,9381.549691786926,237.0
OR-140999,Milano,0,1,2,0,1070.1209765308047,1048.6659365596245,43.0
OR-145999,Firenze,0,2,0,2,634.08541621586,1280.5721161190568,98.0
OR-145009,Bologna,0,2,1,1,888.395323549602,5000.0,98.0
OR-145999,Milano,0,1,0,2,4000.679871005985,3916.630004704329,98.0
OR-145009,Torino,0,2,1,1,22.05006914019087,514.429889049903,43.0
OR-145009,Cagliari,0,2,1,1,2463.8879018601115,5000.0,98.0
OR-145999,Bari,0,3,0,3,2884.3404032084695,5199.742049213208,98.0
OR-140999,Bari,0,1,0,2,689.7307752041247,861.6913949027187,18.501774376106468
OR-145999,Bari,0,1,1,1,1545.9759914081433,1602.3553541454844,98.0
OR-145009,Milano,0,2,1,1,2275.072929938095,2275.8820938330064,98.0
OR-145999,Torino,0,1,2,0,2240.4482726531837,2179.1349825027132,98.0
OR-140999,Torino,0,1,2,0,423.58622654794976,500.0,43.0
OR-140999,Torino,0,2,1,1,886.100531113268,1000.0,43.0
OR-140999,Roma,0,2,0,2,0.01,636.6462784289821,43.0
OR-145999,Napoli,0,2,2,1,1238.8228621324843,5200.0,98.0
OR-140999,Milano,0,1,1,1,158.3193222511845,155.33283231330685,43.0
OR-145009,*,0,2,1,1,3987.496735706331,5000.0,98.0
OR-145009,Firenze,0,2,1,1,250.0,250.0,43.0
OR-145999,Genova,0,2,1,2,652.476229583402,1249.997071607136,98.0
OR-140999,*,0,1,2,0,452.5462530413893,455.13138334725625,43.0
OR-140999,Cagliari,0,1,0,2,487.2854028325961,470.73616146209685,43.0
OR-145009,Roma,0,2,1,1,464.4894194645249,1063.1715011005472,43.0
OR-145009,Palermo,0,1,0,2,413.99354404645095,400.0,43.0
OR-140999,Milano,0,2,0,2,1220.3073806858174,1100.0,98.0
OR-140999,Milano,0,1,2,1,3480.8990759814546,3480.9999569917277,98.0
OR-140999,Roma,0,2,1,3,2399.5528746253844,5200.0,85.0
OR-140999,Torino,0,2,2,1,644.7873836230739,5000.0,98.0
OR-140999,Bari,0,1,2,0,250.0,250.0,43.0
OR-140999,Napoli,1,2,1,2,352.92607617140186,645.0239093067728,43.0
OR-140999,Palermo,0,2,1,1,407.3372721430311,476.3214225892119,43.0
OR-140999,Palermo,1,2,1,2,228.1924439040388,720.772345394204,43.0
OR-145009,Bologna,0,2,2,1,1298.6739500848048,1400.0,98.0
OR-145009,Genova,0,2,0,2,1335.3029384821361,1338.9496733831027,98.0
OR-140999,Milano,0,1,2,1,500.0,500.0,43.0
OR-145999,*,0,2,2,1,1147.5068224530087,5000.0,98.0
OR-140999,Napoli,1,2,1,2,500.0,872.8160741700615,43.0
OR-140999,Napoli,0,2,2,1,2136.4908479737146,5200.0,85.0
OR-145999,Torino,0,5,3,3,1769.83912453921,2313.622505967268,98.0
OR-140999,Torino,0,2,1,2,296.8145106022733,291.15902360032686,43.0
OR-140999,Milano,0,1,0,2,951.5245993447498,1000.0,21.5
OR-140999,*,0,1,0,2,4000.0,4489.661913731415,98.0
OR-145999,Torino,0,1,1,1,250.0,250.0,43.0
OR-145999,*,0,3,2,2,700.0,950.0276698325086,43.0
OR-145999,Genova,0,1,0,2,4377.714048590989,4294.0212479072125,98.0
OR-145009,*,0,1,0,3,4000.0,5000.0,98.0
OR-140999,Genova,0,1,1,1,800.0,800.0,43.0
OR-145999,*,0,1,1,1,4377.841834666482,4407.2003475849215,49.0
OR-140999,Napoli,0,1,1,1,209.22731849029364,216.17040490541356,43.0
OR-145999,Torino,0,2,0,2,983.6549668685917,950.1081830906043,43.0
OR-145009,Palermo,0,3,3,1,2605.000360419369,18811.183071537187,237.0
OR-140999,Roma,0,2,2,1,500.0,1980.2639042310236,85.0
OR-145009,Bologna,0,2,1,1,4724.815965118334,4800.610905662997,49.0
OR-145999,Palermo,0,1,1,1,423.3135701008049,441.7181169467349,43.0
OR-145009,Torino,0,2,1,1,600.0,4998.251010323694,85.0
OR-145009,Napoli,0,4,3,1,600.0,618.6689880775048,43.0
OR-140999,Roma,0,2,0,2,791.9756561346385,804.7558872752016,43.0
OR-140999,Palermo,1,1,1,2,671.2008099307127,640.3095034473403,43.0
OR-145999,Milano,0,1,1,1,556.926893194127,541.9597107818776,43.0
OR-140999,Milano,0,3,2,1,4130.458168046111,4082.28786593807,49.0
OR-145009,Napoli,0,1,1,1,474.36980323742273,699.4730045670312,43.0
OR-140999,Firenze,0,1,1,1,545.7121537855807,549.9443456069145,43.0
OR-145999,Torino,0,1,1,1,2298.7010085758525,2317.3259614537724,98.0
*,Palermo,0,1,1,1,872.1037018995813,835.0805628502841,43.0
OR-145999,Palermo,0,2,2,0,2155.990112434073,2117.4877711540385,98.0
OR-145009,Bari,0,3,4,0,3367.0031575154517,5000.0,98.0
OR-140999,Milano,0,1,1,1,26.20626540051419,67.87330479074886,43.0
OR-140999,Palermo,1,2,1,2,600.0,552.4034004055679,43.0
OR-140999,Milano,0,1,0,2,1894.6422211082831,1955.7328996588062,98.0
OR-145009,Bologna,0,2,2,1,2724.774924309908,20000.0,237.0
OR-145999,*,0,1,2,1,834.4054229602958,1179.3610526579303,98.0
OR-145999,Firenze,0,2,1,1,4119.400292496216,4149.912294584461,98.0
OR-145009,Milano,0,3,2,1,1400.0,5165.103168120937,98.0
OR-145009,Torino,0,3,1,2,5142.2448198961665,20000.0,237.0
OR-140999,Milano,0,2,0,2,486.20240357908193,500.0,43.0
OR-140999,Torino,0,2,1,1,1357.7289313082063,5000.087590889385,85.0
OR-140999,Napoli,1,2,1,2,2477.0730467333524,5000.0,98.0
OR-145009,Palermo,0,1,1,1,4622.278559301529,5000.0,98.0
OR-145009,Palermo,0,3,3,1,8438.97965464526,20000.0,237.0
OR-145009,Bologna,0,2,2,1,5302.216516648746,5200.0,98.0
OR-145009,Palermo,0,2,3,1,764.0541900440403,906.2935069472593,43.0
OR-145009,Milano,0,2,1,1,4401.534217939078,10961.641505088908,237.0
OR-145999,Torino,0,1,0,2,133.1523159348087,118.70843999207024,43.0
OR-140999,Napoli,0,2,1,1,900.0,915.803864218642,43.0
OR-140999,Milano,0,2,0,2,2293.1934664185706,2194.720501129641,49.0
OR-145009,Milano,0,2,0,2,2470.2642541634323,2466.201551916557,49.0
OR-140999,Palermo,0,2,0,2,2061.57219884933,2036.5278525804777,98.0
OR-140999,Bari,0,1,1,1,900.1036076705843,897.2069513224837,43.0
OR-145009,Palermo,0,1,1,1,600.0,1064.4216437430691,43.0
OR-140999,Torino,0,2,0,2,1800.0,2730.584441771298,98.0
OR-140999,Roma,0,2,0,2,250.0,250.0,43.0
OR-145999,Roma,0,1,1,1,2.0,252.5547501578769,43.0
OR-140999,*,0,1,1,1,4500.0,4530.013370695363,98.0
OR-140999,Milano,0,2,1,1,2845.213428790417,2890.0313935808026,98.0
OR-140999,Napoli,0,2,2,1,1646.330946205319,1505.008309790859,98.0
OR-145999,Palermo,0,2,1,1,2345.235697790954,5000.0,85.0
OR-145999,Milano,0,2,1,1,167.76133902244274,220.10705211265753,43.0
OR-145999,Roma,0,1,0,2,287.3438709176811,280.74840330959034,43.0
OR-140999,Bari,0,2,0,2,201.42153700576424,900.0,43.0
OR-145009,Firenze,0,2,1,2,2306.5651079636004,2283.3841761960616,98.0
OR-145999,Milano,0,1,1,1,4121.432165598991,1652.9421671222278,98.0
OR-140999,Roma,0,2,1,2,2310.632384944526,2519.2709505418175,98.0
OR-140999,Milano,0,2,1,1,2117.7430558822653,2599.8083520890495,98.0
OR-145009,Milano,0,1,1,1,2992.4281768470596,3000.0,98.0
OR-145009,Palermo,0,2,2,1,5731.0834867541425,5200.0,98.0
OR-145009,Milano,0,0,1,1,292.2141623949677,291.73108996551616,43.0
OR-140999,Napoli,0,2,1,1,1551.3427275008023,1551.1797906425222,49.0
OR-140999,Cagliari,0,2,1,1,2949.1407113748683,5200.0,98.0
OR-140999,Milano,0,2,1,2,817.5285652690998,800.0,43.0
OR-140999,Roma,0,2,1,1,250.0,1000.0,43.0
OR-145999,Torino,0,2,0,2,4492.670118064491,4699.2914873853415,49.0
OR-145009,Torino,0,2,0,2,1.0,4172.257007382065,98.0
OR-145999,Napoli,0,2,0,2,409.8065861925922,450.0,37.0
OR-145009,Bologna,0,3,5,1,5000.0,11857.579147941286,206.0
OR-140999,Firenze,0,2,1,1,500.0,500.0,43.0
OR-145009,Milano,0,2,1,2,8656.854401064971,19545.82996837412,206.0
OR-140999,Milano,0,1,0,2,723.6102187630523,722.5727689322655,43.0
OR-145999,Milano,0,2,0,2,500.0,500.0,43.0
OR-140999,Milano,1,1,1,2,700.0,1256.1864678964453,98.0
OR-140999,Cagliari,0,2,2,0,1871.7132145655992,1865.6675073608906,49.0
OR-140999,Milano,0,2,2,1,3469.1858858000182,4000.0,98.0
OR-140999,Napoli,0,1,1,1,1032.91,3636.0310191103677,98.0
OR-140999,Roma,0,2,0,2,100.91806214241211,1032.0,43.0
OR-140999,Milano,0,1,2,0,900.0,900.0,43.0
OR-140999,Milano,0,1,1,1,423.8974105706037,413.09077729180916,43.0
OR-140999,Bologna,0,2,0,2,4583.0580039383185,4663.521888430041,98.0
OR-145009,Firenze,0,3,2,1,2406.8340625489104,4318.3669820389705,98.0
OR-145009,Milano,0,3,2,2,4987.193509199738,26000.0,237.0
OR-140999,Palermo,0,1,1,1,175.16579960884917,131.55570283838307,43.0
OR-140999,Roma,0,1,2,0,1000.0000000000001,1000.0,43.0
OR-140999,Firenze,0,1,0,2,1417.9278006287043,1462.2150541910262,98.0
OR-145999,Venezia,0,1,1,1,2000.0,2000.0,98.0
OR-145009,Bologna,0,2,1,2,1111.2513033596672,1125.5014276864542,98.0
OR-140999,Napoli,0,2,2,1,500.0,2074.474928317898,98.0
OR-145009,*,0,2,2,2,1926.8770716715535,5200.0,98.0
OR-140999,Genova,0,2,0,2,1517.2472421863488,1500.0,98.0
OR-145009,*,0,1,1,1,6743.582655881405,18816.600208074033,237.0
OR-140999,Milano,0,2,1,1,1754.1306549083981,1752.9631619906127,49.0
OR-140999,Roma,0,2,2,1,1500.0,1908.9578070657858,98.0
OR-145999,Bari,0,2,0,2,4412.6439041329695,4325.678134619219,49.0
OR-145009,Palermo,0,2,2,1,500.0,5000.0,98.0
OR-145999,*,0,1,1,1,2691.8427628885806,2697.8443479890975,98.0
OR-145009,Milano,0,2,2,1,9045.911485031114,20000.0,237.0
OR-145999,Milano,0,2,2,0,3983.9537190026667,2500.0,98.0
OR-140999,Napoli,0,2,2,1,1206.2549606516484,3680.774413620853,98.0
OR-140999,Roma,1,2,1,2,0.01,316.49620397005134,43.0
OR-145009,Milano,0,1,1,1,1651.782319760711,1651.1841872621928,98.0
OR-140999,Roma,0,1,1,1,500.0,500.0,43.0
OR-145009,Palermo,0,2,1,1,1.0,2025.0675281267447,49.0
OR-140999,Napoli,0,2,1,2,3442.753361582462,3355.378271620816,49.0
OR-140999,Napoli,0,3,2,1,1347.520117979796,1535.528990858392,98.0
OR-145999,Napoli,0,2,1,1,4794.780670385931,4790.154550214642,49.0
OR-140999,Palermo,0,2,2,0,2950.294249135929,2963.5719253095594,49.0
OR-145999,Bari,0,2,2,0,2270.814039594719,2206.950315240929,98.0
OR-145999,Milano,0,2,1,1,1575.7259177174114,1569.1040972292576,49.0
OR-140999,Napoli,1,1,1,2,192.25776062039068,1000.0,43.0
OR-145999,Firenze,0,2,1,1,250.0,250.0,43.0
OR-140999,Napoli,0,1,1,1,687.8887555969692,700.0,21.5
OR-145009,Firenze,0,1,1,2,2154.8842702860884,2448.038897568709,98.0
OR-140999,Napoli,0,6,3,3,1874.7183680074183,452.54719006815304,43.0
OR-145009,Napoli,0,2,2,1,11850.794204532634,20000.0,237.0
OR-140999,Milano,0,1,1,1,4853.9163643805205,4899.936560783733,98.0
OR-145009,Napoli,0,1,1,1,2466.337591659932,2695.781178794373,98.0
OR-145009,Torino,0,2,0,2,2037.5685965468124,1617.8647996212883,98.0
OR-145009,Milano,0,2,1,1,1749.0384437830576,4011.9695873155038,85.0
OR-145009,Palermo,0,1,2,1,7261.978516702553,11707.6538942867,237.0
OR-140999,Napoli,1,3,2,1,450.06978472755304,549.1040034320612,43.0
OR-145009,Roma,0,2,1,1,1032.9950547639633,1355.0312758608045,98.0
OR-140999,Napoli,0,1,1,1,1100.0,1100.0,43.0
OR-140999,Firenze,0,0,1,1,748.6363710115386,798.7072142550217,43.0
OR-145999,Milano,0,2,2,1,1389.4510129855646,1992.9672707987531,98.0
OR-145999,Milano,0,1,0,2,668.2856473948475,709.6000984978218,43.0
OR-145999,*,0,2,0,2,887.3676109937351,888.2471346033756,43.0
OR-140999,Roma,0,1,2,0,0.01,619.0255271895381,43.0
*,Firenze,0,1,2,0,1151.7126551459032,1173.9755609836286,98.0
OR-145999,Napoli,0,2,2,2,1971.8529148516752,15777.741527217888,206.0
OR-145009,Milano,0,2,1,1,1871.3207098609373,2261.457662433294,98.0
OR-145999,Firenze,0,1,1,1,284.75847884470653,390.854107577917,43.0
OR-140999,Palermo,0,1,1,1,633.7658087369142,887.0,43.0
OR-140999,Palermo,0,3,2,1,1000.0000000000001,1000.0,43.0
OR-145009,Genova,0,1,1,1,2000.0,2742.584430035442,98.0
OR-145009,Bologna,0,2,3,1,5403.912863449648,11110.873511050682,237.0
OR-145009,Roma,0,3,1,2,0.01,276.71308240921326,43.0
OR-145009,Milano,0,2,1,1,250.0,856.8161083743024,43.0
OR-140999,Milano,0,1,0,2,1501.1835604508676,1500.0,98.0
OR-145009,Palermo,0,2,1,1,4357.037928588363,5200.0,49.0
OR-140999,*,0,1,2,0,1600.0,2079.8543083260774,98.0
OR-140999,Milano,0,2,1,1,1486.9591328892698,1434.325652425004,98.0
OR-145999,Cagliari,0,2,1,1,283.1145162166128,293.76279481672316,43.0
OR-140999,*,0,3,1,2,3159.907849183382,3087.592654756665,98.0
OR-140999,Napoli,1,1,1,1,667.1454892700489,623.2722248904543,43.0
OR-140999,Milano,0,1,0,2,1000.0000000000001,1000.0,43.0
OR-145999,Bari,0,1,0,2,500.0,500.0,43.0
OR-145999,*,0,1,0,2,4563.210602788241,4597.657590508657,98.0
OR-140999,Torino,0,1,1,1,1300.0,1292.2557850329458,98.0
OR-145009,Genova,0,2,1,1,5885.134490416902,26000.0,237.0
OR-145009,*,0,1,1,1,1472.0729839467392,1472.6095595395425,98.0
OR-145009,Napoli,0,2,3,1,4951.725829069263,5000.0,98.0
OR-145999,Palermo,0,2,1,1,2258.9022390755026,3597.5549247704166,49.0
OR-140999,Napoli,1,1,1,2,1426.7406553586238,1496.9501617984247,98.0
*,Palermo,0,1,2,0,375.0819721329227,336.19806904387906,43.0
OR-145009,Milano,0,3,1,2,1000.0000000000001,1000.0,43.0
OR-145009,Napoli,0,2,1,1,1989.5725936229971,4899.672922675382,85.0
OR-145009,Napoli,0,2,3,1,3187.567008008897,8784.083811537665,237.0
OR-140999,Milano,0,1,1,1,4203.082492063895,4289.240308854056,98.0
OR-140999,Milano,0,2,0,2,1.0,2000.0,98.0
OR-140999,Bologna,0,1,1,1,700.0,676.258018953521,43.0
OR-145009,Genova,0,2,2,2,4525.304135596555,5993.2794242314685,206.0
OR-145009,Bari,0,8,5,2,2947.3173877927175,3002.678209575267,98.0
OR-145009,*,0,5,5,1,1271.7324293703234,2761.076291748874,98.0
OR-145009,Torino,0,2,0,2,0.01,1032.0,43.0
OR-140999,Firenze,0,1,0,2,2436.7443881832432,2400.0,98.0
OR-145009,Torino,0,1,1,1,1499.017259288114,1455.774668498204,98.0
OR-140999,Palermo,0,1,1,1,800.0,3402.4957665735255,98.0
OR-140999,Napoli,0,1,1,1,634.9665397587073,1000.0,43.0
OR-140999,*,0,1,1,1,417.6777266358271,408.5256891998802,43.0
OR-145009,Milano,0,4,2,2,15154.161084463662,14917.562185156106,237.0
OR-145009,Napoli,0,2,1,4,800.0,5000.0,98.0
OR-140999,Napoli,1,1,0,3,1150.655593565916,1090.9159371951584,43.0
OR-145999,Milano,0,2,1,1,250.0,556.3790546820977,43.0
OR-145999,Roma,0,2,1,1,148.34045722316728,148.80674840708426,43.0
OR-145999,Milano,0,2,1,1,750.0000000000001,250.0,43.0
OR-145999,Bologna,0,2,1,2,1199.9999999999998,1227.6293462164876,98.0
OR-145999,Milano,0,2,1,1,379.7393269763313,394.82075193882395,37.0
OR-145009,Venezia,0,2,2,2,978.3384456555866,1393.274504203818,98.0
OR-145009,Bologna,0,2,2,1,2270.1015867398355,20000.0,237.0
OR-145009,Milano,0,1,1,1,450.0,430.253960832937,43.0
OR-140999,Milano,0,1,1,1,253.38411968335754,250.0,43.0
OR-140999,Milano,0,1,1,1,821.2375694803987,826.8867699949751,43.0
OR-140999,*,0,1,1,1,720.7775588593524,721.3032194021393,43.0
OR-140999,*,0,1,1,1,234.20504263640427,1033.6956612877855,43.0
OR-140999,Bari,0,2,1,1,500.0,1000.0,43.0
OR-145009,*,0,2,2,1,7812.07747901672,20000.0,237.0
OR-140999,Napoli,0,2,1,1,299.0318051310886,868.1015095591656,43.0
OR-145009,*,0,2,2,1,2084.0248740304987,2500.0,85.0
*,*,0,1,1,1,413.34812673370834,441.88711497036655,43.0
*,Palermo,0,1,2,0,590.8430643196485,599.4959417308031,43.0
OR-145999,Milano,0,1,0,2,177.62008999239964,400.0,43.0
OR-140999,Milano,0,2,1,2,600.0,2000.0,98.0
OR-140999,Milano,0,1,0,2,350.0,349.5491302970126,43.0
OR-145999,Roma,0,2,0,2,346.03763731243765,350.0,43.0
OR-140999,Milano,0,3,3,1,10082.5245370103,2842.9628493188893,98.0
OR-145999,Roma,0,1,3,1,1047.4267148464787,728.9720434576724,43.0
OR-145009,Torino,0,3,4,1,3521.4880522910694,5200.0,98.0
OR-145009,Firenze,0,1,1,1,1025.590221365809,1032.0,21.5
OR-140999,*,0,2,1,1,789.4996982555128,4265.26198260507,98.0
OR-145999,Milano,0,2,0,2,3139.784664281105,3044.3439168578116,49.0
OR-140999,Firenze,0,2,1,1,1537.0668672327045,5200.0,98.0
OR-145999,Milano,0,1,0,2,500.0,500.0,43.0
OR-145999,*,0,2,2,0,1813.6218076831508,1732.4197168341182,98.0
OR-145999,Bologna,0,1,1,1,1032.91,1032.0,43.0
OR-145009,Milano,0,2,1,1,750.0000000000001,750.0,43.0
OR-145999,Torino,0,1,0,2,500.0,500.0,43.0
OR-145009,Bari,0,2,2,2,3116.0860166816105,3000.624293333499,98.0
OR-140999,Bologna,0,2,1,1,687.4855502208852,713.9907043038804,43.0
OR-140999,Bologna,0,2,0,2,1645.3920670767347,5000.0,98.0
OR-140999,Palermo,0,2,1,1,2526.9885665984816,2528.576559226746,49.0
OR-145999,Milano,0,1,1,1,2624.4537371553247,2700.5409261283403,98.0
*,Napoli,0,1,1,1,664.9393389870411,656.1779007731187,43.0
OR-140999,Napoli,0,1,1,2,849.7595590596333,926.546099418334,43.0
OR-140999,Roma,0,1,1,1,151.7344276206101,157.81683002441073,43.0
OR-140999,Roma,0,2,1,1,1.0,4885.016404204418,85.0
OR-145999,Torino,0,2,1,1,100.67079441700145,1032.0,43.0
OR-145999,Firenze,0,2,0,2,4245.8914523757885,4132.636865202167,98.0
*,Palermo,0,1,2,0,5000.0,5000.0,98.0
OR-140999,Bari,0,2,1,1,4644.327867836438,5000.0,85.0
OR-145009,Milano,0,2,1,1,259.3269112260696,264.3119592434604,43.0
OR-145999,Cagliari,0,2,1,1,469.7091564161093,456.1918731465338,43.0
OR-145999,Napoli,0,2,1,1,956.3712373946197,3238.517947186306,98.0
OR-145999,Torino,0,1,1,1,1227.4783982009376,1267.2724572108687,98.0
OR-145009,Palermo,0,1,2,1,1500.0,1500.0,98.0
OR-145999,Bari,0,1,2,0,935.8197850575709,925.6164326934722,43.0
OR-145009,Milano,0,1,0,2,2249.9635866380468,2183.3868084009414,98.0
OR-145999,Firenze,0,1,1,1,5000.0,5000.0,98.0
OR-145009,Firenze,0,5,3,3,1762.569059129681,5105.490276935529,98.0
OR-145009,Palermo,0,4,3,1,2936.2853328637366,4995.457418567935,98.0
OR-140999,Milano,0,2,1,1,3501.3207776840295,3537.6856838288613,98.0
OR-140999,Milano,0,3,1,2,4904.134491177983,5000.0,98.0
OR-140999,Milano,0,1,1,1,162.83254278920404,164.65459096252533,37.0
OR-140999,Milano,0,1,0,2,1466.1397958896666,1417.5743125327006,98.0
OR-145009,Torino,0,2,1,1,1086.0121399300685,5200.0,98.0
OR-145999,*,0,3,1,2,4500.0,4502.091226338542,98.0
OR-145009,Napoli,0,2,2,1,7873.926801197262,19701.264286887435,237.0
OR-140999,Milano,0,2,0,2,1090.165267178627,1100.0,43.0
OR-145009,Napoli,0,2,3,1,6615.375799346249,20000.0,237.0
OR-140999,Milano,0,1,1,1,276.0,276.0,43.0
OR-145009,Roma,0,3,2,2,54.828314031937225,20000.0,206.0
OR-140999,Bologna,0,2,1,1,1032.91,1033.0,21.5
OR-145009,Milano,0,2,3,1,4171.272453378611,11227.933368372278,237.0
OR-145009,Genova,0,1,0,2,337.93614054650504,330.67254025582037,43.0
OR-140999,Bologna,0,1,1,1,500.0,500.0,43.0
OR-140999,Napoli,0,3,2,1,5000.0,5000.0,98.0
OR-140999,Napoli,0,2,1,2,1032.91,1040.5994399136632,37.0
OR-145009,Torino,0,2,2,2,2448.477204100157,9111.53976772301,237.0
OR-145009,*,0,2,1,2,2149.0961020181667,4001.3450897381563,98.0
OR-140999,Cagliari,0,1,1,1,1021.4194412898809,1021.6098853738562,43.0
OR-145999,Cagliari,0,2,1,1,1032.91,1100.0,85.0
OR-140999,*,0,2,2,1,500.0,1075.1133377103042,43.0
OR-145999,Roma,0,2,1,1,227.51535148440593,244.11906376470142,43.0
